"","income","sex","eth","fedu","parocc"
"722",3529.94593262842,1,1,1,1010
"723",4693.23303262842,1,3,1,37
"724",797.26823262842,2,1,9,1010
"725",3521.72993262842,1,1,1,1010
"726",7891.73353262842,2,1,6,109
"727",20119.9027326284,1,4,9,109
"728",4413.00703262842,1,4,8,107
"729",7534.94113262842,1,1,9,105
"730",1737.06393262842,1,1,1,1010
"731",6233.68373262842,2,1,7,99
"732",628.66179262842,1,1,1,1010
"733",3967.01653262842,2,1,3,57
"734",20692.9023992951,1,1,1,1010
"735",8676.67693262842,2,1,8,97
"736",5571.51823262842,2,1,5,910
"737",4912.51673262842,2,1,1,108
"738",14941.8287326284,2,1,1,99
"739",3028.90153262842,1,1,1,1010
"740",2983.85223262842,1,1,1,1010
"741",2004.65813262842,2,1,1,108
"742",5528.02213262842,1,1,1,109
"743",11563.3507326284,2,2,8,1010
"744",3273.51013262842,1,1,1,107
"745",3150.85393262842,2,3,8,97
"746",10210.8843992951,1,3,7,97
"747",3164.23353262842,1,1,1,98
"748",8409.08223262842,2,1,9,108
"749",27961.3087326284,1,1,1,910
"750",5215.79023262842,1,1,1,1010
"751",4243.53093262842,1,1,1,1010
"752",6241.56853262842,1,1,1,1010
"753",1201.87533262842,2,1,1,1010
"754",12084.0437326284,1,1,1,810
"755",5215.79023262842,1,1,1,1010
"756",13600.4127326284,1,2,9,59
"757",1640.01953262842,1,3,1,108
"758",10656.8747326284,1,1,1,109
"759",24036.5917326284,1,1,7,99
"760",3073.40323262842,2,1,9,910
"761",10446.6247326284,1,1,7,95
"762",18238.7147326284,1,1,1,53
"763",755.88469262842,2,1,1,105
"764",4413.00703262842,1,1,1,1010
"765",8805.08413262842,1,1,1,98
"766",16196.0777326284,1,1,1,1010
"767",3735.10153262842,1,1,1,1010
"768",2183.05433262842,2,1,1,102
"769",2966.87863262842,2,3,11,105
"770",2275.19453262842,1,1,1,99
"771",6018.57293262842,1,1,1,97
"772",11548.8557326284,1,1,12,108
"773",22609.4217326284,2,4,9,109
"774",10103.8467326284,1,1,4,99
"775",1621.25363262842,1,1,1,108
"776",4283.63833262842,2,1,1,109
"777",6999.75213262842,1,1,1,1010
"778",6368.30193262842,2,1,1,1010
"779",7151.38933262842,1,3,8,99
"780",4943.61103262842,1,1,1,1010
"781",8922.96693262842,2,1,1,1010
"782",1915.46013262842,1,1,9,108
"783",1362.43183262842,2,1,1,1010
"784",2852.04023262842,1,1,1,1010
"785",7190.90303262842,1,3,7,109
"786",4875.05343262842,1,3,1,107
"787",5304.98843262842,2,1,5,98
"788",1335.67243262842,2,1,7,108
"789",7008.67203262842,1,3,9,108
"790",9229.70523262842,2,3,9,97
"791",7534.94113262842,1,1,1,28
"792",3515.05803262842,1,1,1,910
"793",2272.25263262842,2,1,12,98
"794",3788.62053262842,2,1,1,1010
"795",8290.74333262842,1,1,1,1010
"796",8837.23353262842,2,3,11,58
"797",2616.87713262842,1,1,1,1010
"798",11013.6667326284,1,3,11,27
"799",2040.33753262842,1,1,1,97
"800",8186.08713262842,2,1,6,22
"801",10210.8837326284,1,4,10,98
"802",3059.98113262842,1,1,1,95
"803",5420.94593262842,1,1,1,109
"804",2076.01673262842,1,1,1,99
"805",4136.49283262842,1,3,6,25
"806",12440.8367326284,1,1,1,1010
"807",1469.46953262842,1,1,1,107
"808",1130.51673262842,1,1,1,1010
"809",5874.96403262842,1,1,1,1010
"810",1732.54383262842,2,1,1,1010
"811",5661.78093262842,1,1,6,98
"812",7011.50503262842,1,1,1,1010
"813",4992.79513262842,2,1,1,109
"814",7320.86543262842,1,1,1,109
"815",7766.85613262842,1,3,1,1010
"816",4346.10853262842,2,1,10,105
"817",1228.63473262842,1,1,2,1010
"818",3030.43643262842,1,1,4,910
"819",1869.97063262842,2,3,1,1010
"820",3401.24823262842,1,2,1,1010
"821",11080.5657326284,1,1,1,1010
"822",10466.5853992951,1,1,1,510
"823",4101.73453262842,1,1,1,1010
"824",6999.75213262842,2,1,1,109
"825",7517.10123262842,2,1,1,97
"826",5929.37513262842,2,1,10,1010
"827",2836.65833262842,1,1,1,1010
"828",11905.6487326284,1,1,1,108
"829",2093.85633262842,1,1,1,1010
"830",996.71963262842,1,1,9,105
"831",2450.64883262842,2,1,6,210
"832",4948.19593262842,2,1,1,108
"833",3431.82803262842,1,1,1,93
"834",5394.18623262842,1,1,9,1010
"835",9497.29903262842,1,1,5,29
"836",8872.91223262842,2,1,11,1010
"837",29674.9807326284,1,3,12,19
"838",12943.4547326284,1,1,1,910
"839",20068.5017326284,1,1,2,97
"840",5438.78533262842,2,1,1,98
"841",13215.0767326284,1,1,1,1010
"842",11563.3507326284,1,2,4,1010
"843",2449.73183262842,2,1,1,97
"844",10335.7617326284,1,1,1,910
"845",6718.77853262842,2,1,1,1010
"846",2878.79973262842,1,1,9,1010
"847",1467.68563262842,2,1,1,106
"848",3216.89693262842,1,1,8,108
"849",1299.49653262842,2,1,1,1010
"850",5358.50703262842,1,1,7,1010
"851",3426.56143262842,1,1,1,1010
"852",6750.76873262842,2,1,1,105
"853",4413.00703262842,2,3,9,107
"854",11983.1457326284,2,4,11,47
"855",5510.14373262842,1,1,1,910
"856",7208.92403262842,1,1,1,1010
"857",2093.85633262842,2,1,3,108
"858",2825.28093262842,1,1,1,510
"859",24185.2553992951,2,1,5,108
"860",1344.59223262842,1,1,1,107
"861",1083.52873262842,1,1,1,29
"862",29299.2797326284,2,1,1,1010
"863",5073.07343262842,1,3,11,98
"864",3298.03093262842,1,1,8,97
"865",6955.15353262842,1,1,1,910
"866",13778.8087326284,2,1,8,1010
"867",20468.6657326284,1,4,11,48
"868",2843.12053262842,2,3,1,99
"869",5278.22873262842,1,1,5,1010
"870",2093.85633262842,1,1,1,109
"871",6259.40793262842,1,1,1,99
"872",3253.43183262842,2,3,1,99
"873",9176.18573262842,2,1,1,109
"874",23055.4127326284,2,4,7,109
"875",15897.3547326284,1,1,4,57
"876",2629.04513262842,1,1,1,1010
"877",10152.5277326284,2,2,7,1010
"878",488.29039262842,2,1,3,109
"879",7088.95033262842,1,1,1,55
"880",1630.02613262842,1,1,1,1010
"881",15832.5947326284,1,1,3,99
"882",4816.97433262842,1,3,11,58
"883",18417.1097326284,1,4,11,27
"884",2522.00723262842,1,1,1,1010
"885",16086.0667326284,2,4,11,45
"886",1737.06393262842,1,1,1,1010
"887",5010.63443262842,2,1,1,109
"888",1897.62053262842,1,1,1,910
"889",21223.3497326284,1,1,1,1010
"890",7534.94113262842,1,1,1,99
"891",10954.2020659618,1,4,11,23
"892",4707.36103262842,1,3,1,96
"893",2893.25403262842,1,1,5,97
"894",2950.15813262842,1,1,1,1010
"895",10076.7927326284,1,3,1,97
"896",7178.14863262842,1,1,3,1010
"897",5304.98843262842,2,1,1,910
"898",2629.04513262842,1,1,7,1010
"899",7543.86003262842,2,3,1,97
"900",9666.77553262842,2,3,1,99
"901",19942.3987326284,2,1,9,104
"902",4395.16763262842,1,1,1,910
"903",13255.4327326284,1,1,1,1010
"904",7088.95033262842,2,1,1,108
"905",711.28563262842,1,1,9,98
"906",3075.03553262842,2,1,1,1010
"907",2629.04513262842,1,4,11,38
"908",3842.13933262842,1,1,1,1010
"909",17435.9317326284,1,2,12,109
"910",883.69505262842,1,1,1,1010
"911",12306.7697326284,1,3,9,99
"912",1255.39413262842,1,1,1,108
"913",381.25264262842,2,1,1,910
"914",3521.02603262842,2,1,1,108
"915",2444.92133262842,1,3,8,99
"916",27426.1197326284,2,1,11,27
"917",7534.94113262842,2,1,1,210
"918",4739.64273262842,2,1,8,104
"919",2867.87593262842,1,1,1,109
"920",1647.86573262842,2,1,1,1010
"921",10148.9677326284,2,1,6,98
"922",2314.17573262842,2,1,9,98
"923",8515.83313262842,1,1,1,59
"924",7241.30143262842,2,1,1,99
"925",3190.99313262842,1,1,1,109
"926",10958.9227326284,1,3,12,108
"927",21806.6387326284,1,1,1,910
"928",10303.6507326284,1,1,8,107
"929",2985.83733262842,2,1,1,107
"930",7615.04513262842,1,1,1,105
"931",5304.98843262842,2,1,1,109
"932",3610.22433262842,1,1,1,1010
"933",8962.11053262842,2,1,1,1010
"934",11067.1857326284,1,1,12,22
"935",809.40355262842,1,1,1,1010
"936",2852.04023262842,1,1,1,109
"937",6822.25603262842,2,1,1,108
"938",9839.44943262842,1,1,1,109
"939",8489.36053262842,1,1,1,105
"940",586.40831262842,1,1,1,109
"941",4136.49283262842,1,1,1,109
"942",7695.49773262842,1,3,7,97
"943",2985.83733262842,1,1,9,108
"944",7861.17793262842,1,1,5,1010
"945",7588.45963262842,1,1,11,48
"946",3120.23013262842,1,1,1,910
"947",1940.87283262842,1,1,1,99
"948",5171.19113262842,1,1,1,109
"949",4395.16763262842,1,2,8,108
"950",4609.24283262842,1,1,4,53
"951",1941.20033262842,2,1,1,1010
"952",5874.96213262842,1,1,2,109
"953",2397.12983262842,1,1,1,1010
"954",3521.02603262842,1,1,1,109
"955",1620.09493262842,1,1,1,1010
"956",711.28563262842,1,1,1,107
"957",15830.3657326284,1,1,10,108
"958",666.68663262842,2,1,1,1010
"959",21501.2947326284,2,1,1,109
"960",2183.05433262842,2,1,7,109
"961",3075.03553262842,1,1,5,94
"962",6535.92203262842,1,1,1,1010
"963",2905.55923262842,1,1,1,99
"964",4413.00703262842,1,1,1,109
"965",3503.18643262842,1,3,8,99
"966",2700.97403262842,2,1,1,109
"967",2576.52313262842,1,1,1,99
"968",13332.8187326284,2,1,1,98
"969",6286.27313262842,1,1,1,105
"970",3155.31393262842,1,1,1,1010
"971",13555.8137326284,1,1,1,910
"972",3699.42233262842,2,1,6,109
"973",9836.25213262842,1,1,1,107
"974",9983.52239929509,1,1,6,29
"975",9989.67273262842,2,1,9,107
"976",2183.05433262842,1,1,8,98
"977",16900.7427326284,2,1,1,109
"978",987.79983262842,1,3,1,99
"979",5929.37513262842,1,3,1,109
"980",2860.96013262842,1,1,6,910
"981",2379.29023262842,1,1,11,102
"982",4930.17013262842,1,1,1,1010
"983",1068.07803262842,1,1,3,108
"984",2700.40353262842,1,3,1,99
"985",9249.56953262842,1,1,1,1010
"986",1701.38473262842,1,1,1,1010
"987",20647.0627326284,1,2,5,107
"988",5572.58273262842,1,1,4,109
"989",2264.83633262842,1,1,1,105
"990",577.48851262842,1,1,1,1010
"991",3467.50723262842,1,1,1,107
"992",20022.6757326284,1,1,1,610
"993",3137.47433262842,2,1,1,1010
"994",3000.57973262842,1,1,1,1010
"995",9044.40153262842,1,3,1,98
"996",11374.9757326284,1,1,1,95
"997",4586.05143262842,1,1,9,99
"998",4680.60173262842,1,3,3,910
"999",4655.33223262842,1,1,1,1010
"1000",5215.79023262842,2,1,12,15
"1001",3413.27243262842,1,1,1,910
"1002",2236.57343262842,1,1,1,1010
"1003",4349.18623262842,1,1,9,92
"1004",2183.05433262842,2,1,1,1010
"1005",1505.14883262842,1,1,1,1010
"1006",3596.03553262842,1,1,5,109
"1007",11290.1817326284,2,1,1,99
"1008",1415.95073262842,1,1,1,99
"1009",2655.80433262842,1,1,1,109
"1010",6642.96013262842,1,1,11,55
"1011",2361.45063262842,1,1,1,107
"1012",14296.1577326284,2,3,1,96
"1013",712.44310262842,1,1,1,108
"1014",3253.43183262842,1,1,1,1010
"1015",10642.4310659618,2,1,9,105
"1016",5953.45863262842,1,1,11,99
"1017",9515.13883262842,2,1,1,1010
"1018",6072.09193262842,2,1,1,1010
"1019",1737.06393262842,1,1,1,95
"1020",4363.26433262842,1,1,1,1010
"1021",16454.7517326284,2,4,10,38
"1022",7534.94113262842,2,4,11,47
"1023",3075.03553262842,1,1,1,1010
"1024",1323.43453262842,2,1,1,108
"1025",443.69133262842,1,1,1,97
"1026",5843.72673262842,1,1,1,910
"1027",11846.1823992951,1,4,11,35
"1028",5704.30823262842,1,1,5,1010
"1029",12857.0950659618,1,4,8,49
"1030",3128.55433262842,1,1,7,97
"1031",2254.41303262842,1,1,5,108
"1032",5304.98843262842,1,1,8,105
"1033",5453.27993262842,1,1,1,1010
"1034",19844.2797326284,1,3,1,99
"1035",3708.34223262842,1,1,1,53
"1036",11994.8467326284,2,1,1,1010
"1037",20186.2947326284,1,3,9,99
"1038",3113.68793262842,1,1,1,1010
"1039",18692.8787326284,1,3,10,92
"1040",5033.18133262842,2,1,1,105
"1041",7660.92983262842,1,1,1,1010
"1042",622.08757262842,2,1,9,97
"1043",8493.92013262842,1,1,12,1010
"1044",1827.81703262842,1,1,9,108
"1045",18992.5093992951,1,4,11,47
"1046",3127.66253262842,1,1,9,97
"1047",6337.55383262842,2,1,1,1010
"1048",2538.95503262842,1,3,5,99
"1049",5463.16763262842,1,1,12,97
"1050",2369.29043262842,1,1,1,1010
"1051",2093.85633262842,1,1,1,109
"1052",4769.79953262842,1,1,3,109
"1053",16150.7297326284,1,1,1,109
"1054",648.84697262842,1,1,1,910
"1055",8957.21793262842,1,1,1,108
"1056",10531.9977326284,2,1,1,108
"1057",3967.01653262842,2,1,1,109
"1058",1299.99323262842,1,1,1,109
"1059",3055.39033262842,1,1,1,1010
"1060",2393.94473262842,1,1,9,102
"1061",3075.03553262842,1,1,11,910
"1062",4163.25263262842,1,1,1,107
"1063",20314.0747326284,1,3,8,99
"1064",16811.5447326284,2,1,1,98
"1065",4038.37513262842,1,1,1,109
"1066",8159.32733262842,1,1,9,1010
"1067",17495.3960659618,2,4,9,37
"1068",16008.7607326284,2,4,11,48
"1069",2629.04513262842,1,1,1,1010
"1070",4520.61543262842,1,1,1,1010
"1071",7918.68033262842,2,3,1,99
"1072",9197.57443262842,2,1,9,99
"1073",2887.41843262842,2,1,5,1010
"1074",3877.81853262842,1,1,8,1010
"1075",947.57530262842,1,1,1,99
"1076",8480.44063262842,2,3,8,99
"1077",3351.54973262842,1,1,1,1010
"1078",1015.08493262842,1,1,1,1010
"1079",2450.64883262842,2,1,6,99
"1080",3322.90933262842,1,1,3,1010
"1081",3789.65743262842,1,1,1,1010
"1082",19279.3583992951,2,1,9,105
"1083",2994.75723262842,1,1,1,1010
"1084",3556.70523262842,1,1,1,910
"1085",2629.04513262842,1,1,1,108
"1086",4448.68623262842,2,1,1,1010
"1087",5661.78093262842,1,1,1,107
"1088",1826.26203262842,1,1,1,93
"1089",4954.14223262842,1,1,1,1010
"1090",683.77934262842,1,1,1,1010
"1091",5840.17693262842,1,1,1,1010
"1092",12351.6387326284,1,2,9,1010
"1093",4332.72873262842,1,1,1,910
"1094",3273.51013262842,1,1,5,1010
"1095",2323.58293262842,2,1,1,108
"1096",17703.5257326284,1,3,1,99
"1097",8554.65153262842,1,3,1,109
"1098",3699.42233262842,1,1,1,109
"1099",5215.79023262842,1,1,1,1010
"1100",7093.41033262842,1,1,1,99
"1101",20679.1957326284,1,2,1,109
"1102",818.32341262842,1,1,1,1010
"1103",2013.57803262842,1,1,1,910
"1104",5919.52553262842,2,3,1,99
"1105",4324.07833262842,1,1,1,99
"1106",622.08757262842,2,1,8,95
"1107",916.44133262842,1,1,1,1010
"1108",2242.95233262842,1,3,4,57
"1109",29834.4687326284,2,1,6,910
"1110",3396.58123262842,1,3,8,1010
"1111",4492.64713262842,1,1,6,1010
"1112",4413.00703262842,1,2,9,107
"1113",19933.4787326284,1,1,1,1010
"1114",6179.12953262842,1,1,1,97
"1115",8159.32733262842,1,1,11,109
"1116",23479.1037326284,1,1,1,108
"1117",4305.96943262842,1,1,1,99
"1118",9816.45913262842,1,1,1,1010
"1119",6125.61103262842,1,1,1,105
"1120",7980.93133262842,1,3,6,107
"1121",5423.23213262842,1,1,1,1010
"1122",5198.94453262842,1,1,12,108
"1123",3253.43183262842,1,1,1,59
"1124",3387.22893262842,1,1,1,99
"1125",10634.5703992951,1,1,1,1010
"1126",8750.09973262842,2,1,5,1010
"1127",19936.8787326284,1,1,9,93
"1128",8141.48793262842,1,3,1,99
"1129",11193.9217326284,1,1,1,1010
"1130",6925.71793262842,2,1,4,57
"1131",4932.14033262842,1,1,1,1010
"1132",934.28093262842,2,1,8,94
"1133",4413.00703262842,1,1,1,1010
"1134",9720.29513262842,1,1,9,98
"1135",9854.09193262842,2,1,1,57
"1136",292.05455262842,1,1,4,1010
"1137",4472.12513262842,1,1,3,1010
"1138",8063.29953262842,1,1,5,1010
"1139",10300.0817326284,1,1,1,1010
"1140",2197.68233262842,1,1,1,1010
"1141",3450.49113262842,2,1,1,105
"1142",6196.96943262842,2,3,11,1010
"1143",9318.90353262842,1,3,7,99
"1144",4680.60173262842,1,1,1,68
"1145",5197.95033262842,1,3,8,98
"1146",3950.73353262842,1,1,1,1010
"1147",15964.1627326284,1,1,1,910
"1148",1714.76433262842,1,1,1,1010
"1149",6821.35613262842,1,1,2,109
"1150",12440.8367326284,1,4,11,99
"1151",1335.67243262842,2,1,1,1010
"1152",720.20549262842,1,1,1,1010
"1153",1142.96713262842,1,1,1,109
"1154",8198.82533262842,1,1,1,108
"1155",16008.7607326284,1,1,12,1010
"1156",1835.18183262842,1,1,1,99
"1157",12781.5737326284,1,3,7,109
"1158",936.39610262842,1,1,1,105
"1159",4018.79803262842,1,3,5,99
"1160",2243.83223262842,1,1,11,109
"1161",9918.95333262842,1,1,1,1010
"1162",10933.1817326284,2,1,1,95
"1163",5349.58713262842,1,1,1,108
"1164",2318.96503262842,1,1,1,1010
"1165",1291.07343262842,2,1,7,1010
"1166",3486.86343262842,2,3,1,99
"1167",7534.94113262842,1,1,8,1010
"1168",1932.85833262842,2,1,1,910
"1169",2361.45063262842,2,1,4,109
"1170",14005.7367326284,1,3,1,107
"1171",755.88469262842,1,1,4,1010
"1172",4707.36103262842,2,3,8,108
"1173",1656.78553262842,1,1,5,105
"1174",13454.0297326284,1,1,1,1010
"1175",964.08813262842,2,1,1,1010
"1176",4113.02853262842,1,1,1,104
"1177",17792.7227326284,1,1,1,1010
"1178",8355.56363262842,2,1,1,103
"1179",5064.15353262842,2,1,1,1010
"1180",10656.8747326284,2,3,9,98
"1181",5228.15493262842,2,1,1,1010
"1182",7463.58273262842,1,1,1,1010
"1183",5840.17693262842,2,1,1,97
"1184",5786.65793262842,1,1,1,1010
"1185",8533.96013262842,1,1,6,1010
"1186",3822.22693262842,1,3,1,99
"1187",1579.89213262842,2,1,1,1010
"1188",1826.26203262842,1,1,1,1010
"1189",1068.07803262842,1,1,8,108
"1190",3158.53073262842,1,1,8,910
"1191",3125.87863262842,1,1,10,109
"1192",8426.92203262842,1,1,12,95
"1193",2158.88613262842,2,1,1,109
"1194",3253.43183262842,2,1,6,107
"1195",24928.5727326284,1,4,11,24
"1196",5138.43763262842,1,1,1,910
"1197",5305.88003262842,1,1,1,107
"1198",9764.89373262842,1,1,1,109
"1199",9408.10173262842,2,1,1,1010
"1200",5929.37513262842,1,2,1,109
"1201",5322.82783262842,1,1,1,1010
"1202",25463.7597326284,2,4,11,108
"1203",1175.11573262842,1,1,1,1010
"1204",3208.83273262842,1,1,1,910
"1205",3324.79023262842,1,1,1,107
"1206",4787.63933262842,2,1,1,910
"1207",6036.41273262842,1,1,1,99
"1208",4127.57343262842,2,1,1,59
"1209",4011.61563262842,1,1,1,98
"1210",9363.50213262842,1,1,9,105
"1211",2227.65353262842,1,1,1,1010
"1212",1997.22513262842,2,1,4,78
"1213",9481.51873262842,2,1,4,108
"1214",21717.4397326284,1,1,1,109
"1215",11673.7337326284,2,1,5,105
"1216",4216.77113262842,1,1,1,1010
"1217",3005.11683262842,1,1,1,109
"1218",1023.47903262842,1,1,12,98
"1219",2575.29633262842,1,1,1,1010
"1220",24128.9007326284,1,3,11,17
"1221",4305.96943262842,2,1,1,1010
"1222",4511.30973262842,1,1,1,98
"1223",1647.86573262842,2,1,1,99
"1224",7980.93133262842,2,1,1,99
"1225",4778.71943262842,1,1,1,1010
"1226",2013.57803262842,1,1,1,107
"1227",9764.89373262842,1,1,9,107
"1228",12238.6550659618,1,1,1,99
"1229",1505.14883262842,1,1,1,1010
"1230",2183.05433262842,2,1,1,108
"1231",5358.50703262842,1,1,9,1010
"1232",25196.1657326284,1,1,11,38
"1233",2762.84223262842,1,1,1,107
"1234",3717.26193262842,1,1,1,910
"1235",8872.91223262842,2,1,1,910
"1236",10149.7877326284,1,1,1,98
"1237",3449.66763262842,1,1,1,1010
"1238",3859.97893262842,1,1,9,108
"1239",711.28563262842,1,1,1,109
"1240",10210.8837326284,1,2,1,1010
"1241",5260.38933262842,2,1,1,1010
"1242",3342.62983262842,2,1,11,102
"1243",12738.1643992951,1,1,6,108
"1244",14819.7407326284,2,1,1,58
"1245",9717.62513262842,1,1,1,1010
"1246",10880.3437326284,1,2,1,1010
"1247",3015.16693262842,2,1,1,109
"1248",24928.5727326284,1,4,11,24
"1249",1714.76433262842,2,1,1,1010
"1250",2775.71723262842,2,1,1,97
"1251",1986.81863262842,2,1,1,99
"1252",15562.7707326284,1,1,1,1010
"1253",14670.7893992951,1,3,11,107
"1254",3921.04703262842,2,1,1,1010
"1255",15848.2047326284,1,1,9,105
"1256",2672.03503262842,2,1,1,1010
"1257",26127.3947326284,1,1,7,103
"1258",7088.95033262842,1,1,1,1010
"1259",4479.90593262842,1,1,1,98
"1260",6681.24093262842,1,1,1,95
"1261",5893.69593262842,2,1,1,98
"1262",9764.89373262842,1,3,11,1010
"1263",3447.29703262842,1,1,1,99
"1264",1905.56253262842,1,1,1,1010
"1265",7013.03633262842,2,3,1,97
"1266",2539.84683262842,2,1,1,108
"1267",1201.87533262842,1,1,1,107
"1268",20736.2617326284,1,1,1,1010
"1269",13151.9807326284,1,4,11,1010
"1270",1949.79073262842,1,1,1,1010
"1271",3164.23353262842,1,3,12,108
"1272",14554.8317326284,2,1,7,1010
"1273",28728.4127326284,2,1,1,109
"1274",7310.61833262842,2,3,1,99
"1275",22698.6197326284,1,1,6,108
"1276",3271.27143262842,2,1,7,109
"1277",2400.28293262842,1,1,7,98
"1278",4649.11983262842,2,3,1,99
"1279",8293.12513262842,1,1,1,103
"1280",2209.81393262842,2,1,1,98
"1281",3075.03553262842,1,4,11,57
"1282",7891.73353262842,1,1,9,109
"1283",10951.2287326284,1,3,8,99
"1284",5304.98843262842,1,1,1,1010
"1285",760.79509262842,2,1,1,1010
"1286",2209.81393262842,2,1,11,107
"1287",3298.03093262842,2,1,8,910
"1288",6844.54753262842,1,1,8,99
"1289",10141.0117326284,2,1,11,57
"1290",5475.01333262842,2,1,1,105
"1291",2741.02023262842,1,1,1,1010
"1292",934.28093262842,1,1,1,910
"1293",3235.59223262842,1,1,1,108
"1294",2629.04513262842,2,1,9,105
"1295",5403.10613262842,1,1,1,1010
"1296",2548.71993262842,2,1,1,1010
"1297",1335.67243262842,2,1,5,98
"1298",6826.40303262842,1,1,1,1010
"1299",952.12053262842,2,1,1,109
"1300",3967.01653262842,2,1,1,109
"1301",5304.98843262842,2,1,1,109
"1302",755.88469262842,1,1,1,99
"1303",13000.2967326284,2,2,5,1010
"1304",1759.74243262842,2,1,1,58
"1305",6375.36543262842,1,1,1,1010
"1306",3967.01653262842,2,1,8,1010
"1307",13481.4820659618,2,1,5,99
"1308",15291.3087326284,1,1,1,910
"1309",3521.02603262842,2,1,1,1010
"1310",845.08281262842,2,1,1,910
"1311",7980.93133262842,1,1,5,108
"1312",13735.1107326284,1,2,12,1010
"1313",1897.62053262842,1,1,1,108
"1314",14176.7637326284,1,3,1,109
"1315",10454.5237326284,1,1,9,28
"1316",2002.20233262842,1,1,1,1010
"1317",7953.88833262842,2,1,1,1010
"1318",7677.65793262842,1,1,2,27
"1319",8361.29213262842,1,4,11,109
"1320",3858.12783262842,1,1,1,98
"1321",1986.81863262842,1,1,3,99
"1322",7864.97383262842,2,1,1,99
"1323",4669.54993262842,2,1,1,1010
"1324",3469.96063262842,1,1,1,105
"1325",3227.91223262842,1,1,3,26
"1326",15634.1287326284,2,1,5,108
"1327",9720.29513262842,2,3,10,77
"1328",1714.76433262842,1,1,1,97
"1329",845.08281262842,1,1,9,1010
"1330",2183.05433262842,1,1,1,97
"1331",3641.44353262842,1,1,7,105
"1332",2147.37513262842,2,1,1,109
"1333",4975.49823262842,1,1,1,1010
"1334",6519.59833262842,1,1,1,1010
"1335",3699.42233262842,2,1,1,1010
"1336",21133.4667326284,2,1,1,108
"1337",2591.23403262842,1,1,10,1010
"1338",5020.96163262842,1,1,1,108
"1339",1323.94783262842,1,1,1,1010
"1340",1208.61853262842,1,1,1,1010
"1341",1029.24433262842,2,1,1,97
"1342",8248.52553262842,1,1,1,109
"1343",292.05455262842,1,1,1,1010
"1344",934.28093262842,2,1,1,108
"1345",9363.50213262842,2,1,1,1010
"1346",6553.76193262842,2,1,10,99
"1347",8498.28043262842,1,1,1,1010
"1348",6466.27463262842,1,1,1,1010
"1349",14375.1477326284,1,3,1,99
"1350",26409.2597326284,2,1,1,1010
"1351",3092.87513262842,1,1,1,910
"1352",28550.0157326284,1,3,7,99
"1353",10013.3523992951,2,1,11,105
"1354",1692.46493262842,1,1,1,1010
"1355",5706.37953262842,1,3,4,29
"1356",2700.40353262842,1,1,1,99
"1357",9274.04803262842,1,1,4,105
"1358",9278.67013262842,1,1,1,1010
"1359",6453.86003262842,1,3,9,99
"1360",4056.21453262842,2,1,7,97
"1361",4359.48843262842,1,1,9,99
"1362",2374.93913262842,1,1,1,1010
"1363",3949.17693262842,1,1,1,1010
"1364",4294.00263262842,2,3,1,109
"1365",668.81511262842,1,1,1,109
"1366",15901.7237326284,2,3,1,107
"1367",6018.57293262842,1,1,8,107
"1368",2075.33513262842,2,1,1,1010
"1369",5475.01333262842,1,1,1,109
"1370",13184.1550659618,1,1,1,107
"1371",2304.36393262842,2,3,11,59
"1372",12822.8920659618,2,4,10,47
"1373",6006.34143262842,2,3,5,97
"1374",2807.44133262842,1,1,11,109
"1375",5412.02603262842,1,1,1,107
"1376",2316.85173262842,1,1,1,1010
"1377",3521.02603262842,1,1,9,109
"1378",2727.16303262842,1,1,1,1010
"1379",5226.33563262842,1,1,1,1010
"1380",8293.12513262842,2,1,1,910
"1381",5347.80343262842,2,1,1,97
"1382",3096.51673262842,1,1,3,58
"1383",2711.17693262842,1,1,1,108
"1384",3271.27143262842,1,1,1,1010
"1385",14021.3007326284,2,1,9,108
"1386",1701.38473262842,1,1,1,1010
"1387",25820.5527326284,1,1,1,95
"1388",1960.05913262842,1,1,1,1010
"1389",1166.19593262842,1,1,1,63
"1390",2062.97743262842,1,1,1,1010
"1391",2468.48843262842,1,1,1,1010
"1392",5750.97873262842,2,3,8,97
"1393",1551.97113262842,2,1,1,109
"1394",2495.77823262842,1,1,1,1010
"1395",2698.50283262842,1,1,1,1010
"1396",2045.65323262842,1,1,1,910
"1397",1543.44853262842,1,1,1,1010
"1398",6196.96943262842,1,3,1,1010
"1399",3417.75703262842,1,1,1,95
"1400",640.98979262842,2,1,1,1010
"1401",14135.6007326284,1,1,1,98
"1402",3048.27603262842,1,1,1,1010
"1403",4522.12663262842,1,1,1,99
"1404",2929.37173262842,2,1,1,109
"1405",4181.29753262842,1,1,1,1010
"1406",8426.92203262842,2,1,1,109
"1407",1603.26673262842,1,1,1,1010
"1408",4145.41273262842,2,1,5,910
"1409",14522.1263992951,2,1,10,108
"1410",1737.06393262842,1,1,1,1010
"1411",4795.26433262842,1,1,4,108
"1412",2867.87593262842,2,1,1,107
"1413",3342.62983262842,1,1,1,103
"1414",3877.81853262842,1,1,1,98
"1415",2843.12053262842,1,1,1,1010
"1416",6072.09193262842,1,1,8,95
"1417",7891.73353262842,1,1,1,1010
"1418",5108.75263262842,1,1,7,99
"1419",1469.46953262842,1,1,1,1010
"1420",1458.50723262842,1,1,1,108
"1421",2878.79973262842,1,1,1,99
"1422",7051.96303262842,1,1,6,97
"1423",3041.14033262842,2,1,1,98
"1424",17362.8947326284,1,1,7,109
